hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_nights,revenue,stay_duration,year_month
Resort Hotel,0,25,2016,August,33,12,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,263.0,0,1,Check-Out,15-08-16,2016-08-12,3,789.0,3,2016-08
Resort Hotel,0,208,2016,August,33,8,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,126.0,0,1,Check-Out,15-08-16,2016-08-08,7,882.0,7,2016-08
Resort Hotel,0,194,2016,August,32,6,3,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,190.0,0,0,Check-Out,15-08-16,2016-08-06,9,1710.0,9,2016-08
Resort Hotel,0,4,2016,August,34,14,1,0,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,127.0,0.0,0,Transient,181.6,0,0,Check-Out,15-08-16,2016-08-14,1,181.6,1,2016-08
Resort Hotel,0,87,2016,August,33,12,1,2,3,1.0,0,BB,BRA,Direct,Direct,0,0,0,H,H,0,No Deposit,0.0,0.0,0,Transient,279.0,1,1,Check-Out,15-08-16,2016-08-12,3,837.0,3,2016-08
Resort Hotel,0,87,2016,August,33,12,1,2,2,2.0,0,BB,BRA,Direct,Direct,0,0,0,C,C,1,No Deposit,0.0,0.0,0,Transient,241.0,0,1,Check-Out,15-08-16,2016-08-12,3,723.0,3,2016-08
Resort Hotel,0,87,2016,August,33,12,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,189.0,0,1,Check-Out,15-08-16,2016-08-12,3,567.0,3,2016-08
Resort Hotel,0,71,2016,August,33,12,1,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,241.0,0.0,0,Transient,178.43,0,1,Check-Out,15-08-16,2016-08-12,3,535.29,3,2016-08
Resort Hotel,0,12,2016,August,33,13,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,270.0,0,1,Check-Out,15-08-16,2016-08-13,2,540.0,2,2016-08
Resort Hotel,0,10,2016,August,33,10,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,251.0,1,0,Check-Out,15-08-16,2016-08-10,5,1255.0,5,2016-08
Resort Hotel,0,17,2016,August,33,9,1,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,227.67,0,1,Check-Out,15-08-16,2016-08-09,6,1366.02,6,2016-08
Resort Hotel,0,102,2016,August,33,12,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,189.0,0,1,Check-Out,15-08-16,2016-08-12,3,567.0,3,2016-08
Resort Hotel,0,131,2016,August,33,8,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,0.0,0.0,0,Transient-Party,206.1,0,1,Check-Out,15-08-16,2016-08-08,7,1442.7,7,2016-08
Resort Hotel,0,13,2016,August,33,8,2,5,3,0.0,0,HB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,0.0,0.0,0,Transient-Party,161.1,0,2,Check-Out,15-08-16,2016-08-08,7,1127.7,7,2016-08
Resort Hotel,0,131,2016,August,33,8,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0.0,0.0,0,Transient-Party,180.1,0,1,Check-Out,15-08-16,2016-08-08,7,1260.7,7,2016-08
Resort Hotel,0,6,2016,August,33,13,1,1,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,359.0,0,2,Check-Out,15-08-16,2016-08-13,2,718.0,2,2016-08
Resort Hotel,0,56,2016,August,33,13,1,1,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,322.0,0,1,Check-Out,15-08-16,2016-08-13,2,644.0,2,2016-08
Resort Hotel,0,92,2016,August,33,9,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,207.33,0,1,Check-Out,15-08-16,2016-08-09,6,1243.98,6,2016-08
Resort Hotel,0,133,2016,August,32,4,3,8,2,0.0,1,BB,NLD,Direct,Direct,0,0,0,F,F,1,No Deposit,0.0,0.0,0,Transient-Party,212.8,0,1,Check-Out,15-08-16,2016-08-04,11,2340.8,11,2016-08
Resort Hotel,0,136,2016,August,33,13,1,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,0.0,0.0,0,Transient,203.1,0,2,Check-Out,15-08-16,2016-08-13,2,406.2,2,2016-08
Resort Hotel,0,47,2016,December,53,31,1,1,3,0.0,0,BB,PRT,Direct,Direct,1,0,1,D,D,1,No Deposit,0.0,0.0,0,Transient,315.38,0,2,Check-Out,02-01-17,2016-12-31,2,630.76,2,2016-12
Resort Hotel,0,102,2017,July,26,1,2,5,3,0.0,0,BB,PRT,Direct,Direct,1,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,209.0,1,2,Check-Out,08-07-17,2017-07-01,7,1463.0,7,2017-07
Resort Hotel,0,57,2016,August,33,12,1,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,215.1,1,0,Check-Out,15-08-16,2016-08-12,3,645.3,3,2016-08
Resort Hotel,0,147,2016,August,33,10,1,4,2,0.0,0,HB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,128.0,0.0,0,Transient,138.7,0,1,Check-Out,15-08-16,2016-08-10,5,693.5,5,2016-08
Resort Hotel,0,214,2016,August,33,9,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0.0,0.0,0,Transient,160.0,0,1,Check-Out,15-08-16,2016-08-09,6,960.0,6,2016-08
Resort Hotel,0,86,2016,August,33,12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,236.0,1,1,Check-Out,15-08-16,2016-08-12,3,708.0,3,2016-08
Resort Hotel,0,71,2016,August,33,12,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,189.0,0,0,Check-Out,15-08-16,2016-08-12,3,567.0,3,2016-08
Resort Hotel,0,34,2016,August,33,10,1,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,G,1,No Deposit,250.0,0.0,0,Transient,306.0,1,0,Check-Out,15-08-16,2016-08-10,5,1530.0,5,2016-08
Resort Hotel,0,2,2016,August,34,14,1,0,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,209.0,0,1,Check-Out,15-08-16,2016-08-14,1,209.0,1,2016-08
Resort Hotel,0,8,2016,August,33,13,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0.0,0,Transient,286.0,0,1,Check-Out,15-08-16,2016-08-13,2,572.0,2,2016-08
Resort Hotel,0,110,2016,August,33,8,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,199.29,0,1,Check-Out,15-08-16,2016-08-08,7,1395.03,7,2016-08
Resort Hotel,0,110,2016,August,33,8,2,5,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,189.0,0,2,Check-Out,15-08-16,2016-08-08,7,1323.0,7,2016-08
Resort Hotel,0,133,2016,August,32,4,3,8,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient-Party,216.66,0,0,Check-Out,15-08-16,2016-08-04,11,2383.2599999999998,11,2016-08
Resort Hotel,0,65,2016,August,33,12,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,C,0,No Deposit,240.0,0.0,0,Transient,278.5,0,1,Check-Out,15-08-16,2016-08-12,3,835.5,3,2016-08
Resort Hotel,0,117,2016,August,33,12,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,253.0,1,1,Check-Out,15-08-16,2016-08-12,3,759.0,3,2016-08
Resort Hotel,0,42,2016,August,33,11,1,3,1,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,D,0,No Deposit,196.0,0.0,0,Transient-Party,235.0,0,0,Check-Out,15-08-16,2016-08-11,4,940.0,4,2016-08
Resort Hotel,0,42,2016,August,33,11,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,196.0,0.0,0,Transient-Party,235.0,0,0,Check-Out,15-08-16,2016-08-11,4,940.0,4,2016-08
Resort Hotel,0,42,2016,August,33,11,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,B,0,No Deposit,196.0,0.0,0,Transient-Party,235.0,0,0,Check-Out,15-08-16,2016-08-11,4,940.0,4,2016-08
Resort Hotel,0,96,2016,August,34,15,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240.0,0.0,0,Transient,0.0,0,2,Check-Out,15-08-16,2016-08-15,0,0.0,0,2016-08
Resort Hotel,0,199,2016,August,33,9,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0.0,0,Contract,142.76,0,0,Check-Out,16-08-16,2016-08-09,7,999.3199999999999,7,2016-08
Resort Hotel,0,122,2016,August,33,13,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,241.0,0.0,0,Transient,145.53,0,1,Check-Out,16-08-16,2016-08-13,3,436.59000000000003,3,2016-08
Resort Hotel,0,83,2016,August,33,10,2,4,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0.0,0,Transient-Party,204.1,0,2,Check-Out,16-08-16,2016-08-10,6,1224.6,6,2016-08
Resort Hotel,0,83,2016,August,33,10,2,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient-Party,186.6,0,0,Check-Out,16-08-16,2016-08-10,6,1119.6,6,2016-08
Resort Hotel,0,36,2016,August,33,11,2,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient,253.16,1,0,Check-Out,16-08-16,2016-08-11,5,1265.8,5,2016-08
Resort Hotel,0,56,2016,August,33,9,2,5,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0.0,0,Transient,225.0,0,0,Check-Out,16-08-16,2016-08-09,7,1575.0,7,2016-08
Resort Hotel,0,203,2016,August,34,15,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,36.0,0.0,0,Transient,139.99,0,0,Check-Out,16-08-16,2016-08-15,1,139.99,1,2016-08
Resort Hotel,0,204,2016,August,34,16,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,0.0,0,Transient,139.99,0,0,Check-Out,22-08-16,2016-08-16,6,839.94,6,2016-08
Resort Hotel,0,24,2016,August,34,14,2,0,3,0.0,1,BB,CN,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,242.0,0.0,0,Transient,299.0,0,0,Check-Out,16-08-16,2016-08-14,2,598.0,2,2016-08
Resort Hotel,0,131,2016,August,33,8,3,5,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,I,1,No Deposit,240.0,0.0,0,Transient,10.5,0,2,Check-Out,16-08-16,2016-08-08,8,84.0,8,2016-08
Resort Hotel,0,69,2016,August,33,7,4,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,181.0,0.0,0,Transient,231.76,0,0,Check-Out,16-08-16,2016-08-07,9,2085.84,9,2016-08
Resort Hotel,0,206,2016,August,33,8,3,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,0.0,0,Transient,250.0,0,0,Check-Out,16-08-16,2016-08-08,8,2000.0,8,2016-08
Resort Hotel,0,83,2017,August,32,7,1,5,2,0.0,0,BB,ITA,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,230.0,0,2,Check-Out,13-08-17,2017-08-07,6,1380.0,6,2017-08
Resort Hotel,0,3,2016,August,33,11,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient,236.0,0,1,Check-Out,16-08-16,2016-08-11,5,1180.0,5,2016-08
Resort Hotel,0,43,2016,August,33,12,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,153.23,0,1,Check-Out,16-08-16,2016-08-12,4,612.92,4,2016-08
Resort Hotel,0,63,2016,August,34,14,2,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,191.0,0,1,Check-Out,16-08-16,2016-08-14,2,382.0,2,2016-08
Resort Hotel,0,203,2016,August,32,5,4,7,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,172.0,0,1,Check-Out,16-08-16,2016-08-05,11,1892.0,11,2016-08
Resort Hotel,0,75,2016,August,33,13,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,221.0,0,1,Check-Out,16-08-16,2016-08-13,3,663.0,3,2016-08
Resort Hotel,0,17,2016,August,33,12,2,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,0.0,0,Transient,270.5,0,1,Check-Out,16-08-16,2016-08-12,4,1082.0,4,2016-08
Resort Hotel,0,24,2016,August,34,14,2,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,219.0,0,1,Check-Out,16-08-16,2016-08-14,2,438.0,2,2016-08
Resort Hotel,0,175,2016,August,33,8,3,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0.0,0,Transient,153.39,0,2,Check-Out,16-08-16,2016-08-08,8,1227.12,8,2016-08
Resort Hotel,0,218,2016,August,33,13,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,126.0,0,2,Check-Out,16-08-16,2016-08-13,3,378.0,3,2016-08
Resort Hotel,0,210,2016,August,33,9,2,5,2,0.0,1,Undefined,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,183.0,0,1,Check-Out,16-08-16,2016-08-09,7,1281.0,7,2016-08
Resort Hotel,0,246,2016,August,32,2,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0.0,0,Contract,134.55,0,0,Check-Out,16-08-16,2016-08-02,14,1883.7000000000003,14,2016-08
Resort Hotel,0,161,2016,August,33,9,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,182.0,0,1,Check-Out,16-08-16,2016-08-09,7,1274.0,7,2016-08
Resort Hotel,0,16,2016,August,33,13,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,293.0,0,1,Check-Out,16-08-16,2016-08-13,3,879.0,3,2016-08
Resort Hotel,0,165,2016,August,33,13,2,1,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,G,1,No Deposit,314.0,0.0,0,Transient,199.26,0,0,Check-Out,16-08-16,2016-08-13,3,597.78,3,2016-08
Resort Hotel,0,16,2016,August,33,13,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,261.0,0,1,Check-Out,16-08-16,2016-08-13,3,783.0,3,2016-08
Resort Hotel,0,45,2016,August,34,14,2,0,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,243.0,0,1,Check-Out,16-08-16,2016-08-14,2,486.0,2,2016-08
Resort Hotel,0,2,2016,August,34,14,2,0,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,253.0,0,1,Check-Out,16-08-16,2016-08-14,2,506.0,2,2016-08
Resort Hotel,0,1,2016,August,34,16,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,219.0,0,1,Check-Out,17-08-16,2016-08-16,1,219.0,1,2016-08
Resort Hotel,0,1,2016,August,34,15,1,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,253.0,1,1,Check-Out,16-08-16,2016-08-15,1,253.0,1,2016-08
Resort Hotel,0,11,2016,August,34,15,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,261.0,1,0,Check-Out,16-08-16,2016-08-15,1,261.0,1,2016-08
Resort Hotel,0,147,2016,August,33,8,3,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,201.0,0,0,Check-Out,16-08-16,2016-08-08,8,1608.0,8,2016-08
Resort Hotel,0,20,2016,August,33,13,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,257.67,0,2,Check-Out,16-08-16,2016-08-13,3,773.01,3,2016-08
Resort Hotel,0,201,2016,August,33,13,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,430.0,0.0,0,Transient,123.0,0,0,Check-Out,16-08-16,2016-08-13,3,369.0,3,2016-08
Resort Hotel,0,175,2016,August,33,8,3,5,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0.0,0,Transient,155.54,0,3,Check-Out,16-08-16,2016-08-08,8,1244.32,8,2016-08
Resort Hotel,0,21,2016,August,33,10,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,228.6,0,0,Check-Out,17-08-16,2016-08-10,7,1600.2,7,2016-08
Resort Hotel,0,185,2016,August,33,13,2,2,3,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,0.0,0,Transient-Party,136.0,0,0,Check-Out,17-08-16,2016-08-13,4,544.0,4,2016-08
Resort Hotel,0,145,2016,August,33,13,2,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,156.6,0,0,Check-Out,17-08-16,2016-08-13,4,626.4,4,2016-08
Resort Hotel,0,145,2016,August,33,13,2,2,2,1.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,183.6,0,0,Check-Out,17-08-16,2016-08-13,4,734.4,4,2016-08
Resort Hotel,0,107,2016,August,33,13,2,2,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,0.0,0,Transient,271.0,1,0,Check-Out,17-08-16,2016-08-13,4,1084.0,4,2016-08
Resort Hotel,0,145,2016,August,33,13,2,2,2,1.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,171.6,0,0,Check-Out,17-08-16,2016-08-13,4,686.4,4,2016-08
Resort Hotel,0,145,2016,August,33,13,2,2,2,2.0,0,BB,ITA,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0.0,0,Transient-Party,197.1,0,0,Check-Out,17-08-16,2016-08-13,4,788.4,4,2016-08
Resort Hotel,0,116,2016,August,33,11,2,4,2,0.0,0,HB,ITA,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0.0,0,Transient,235.67,0,1,Check-Out,17-08-16,2016-08-11,6,1414.02,6,2016-08
Resort Hotel,0,93,2016,August,34,14,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0.0,0,Transient,216.33,0,1,Check-Out,17-08-16,2016-08-14,3,648.99,3,2016-08
Resort Hotel,0,57,2016,August,34,15,1,1,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,224.0,0,1,Check-Out,17-08-16,2016-08-15,2,448.0,2,2016-08
Resort Hotel,0,24,2016,August,33,12,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,219.0,0,1,Check-Out,17-08-16,2016-08-12,5,1095.0,5,2016-08
Resort Hotel,0,197,2016,August,33,10,2,5,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,182.0,0,1,Check-Out,17-08-16,2016-08-10,7,1274.0,7,2016-08
Resort Hotel,0,4,2016,August,34,14,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,15.0,0.0,0,Transient,208.8,0,0,Check-Out,17-08-16,2016-08-14,3,626.4000000000001,3,2016-08
Resort Hotel,0,207,2016,August,33,10,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,105.34,0,1,Check-Out,17-08-16,2016-08-10,7,737.38,7,2016-08
Resort Hotel,0,6,2016,August,34,16,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,251.0,1,1,Check-Out,17-08-16,2016-08-16,1,251.0,1,2016-08
Resort Hotel,0,145,2016,August,33,13,2,2,2,2.0,0,BB,ITA,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0.0,0,Transient-Party,209.1,0,0,Check-Out,17-08-16,2016-08-13,4,836.4,4,2016-08
Resort Hotel,0,214,2016,August,33,10,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,126.0,0,1,Check-Out,17-08-16,2016-08-10,7,882.0,7,2016-08
Resort Hotel,0,108,2016,August,33,12,2,3,2,0.0,1,FB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,5.0,0.0,0,Transient,222.0,0,1,Check-Out,17-08-16,2016-08-12,5,1110.0,5,2016-08
Resort Hotel,0,185,2016,August,33,13,2,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,0.0,0,Transient-Party,114.0,0,0,Check-Out,17-08-16,2016-08-13,4,456.0,4,2016-08
Resort Hotel,0,1,2016,August,34,16,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,209.0,0,1,Check-Out,17-08-16,2016-08-16,1,209.0,1,2016-08
Resort Hotel,0,189,2016,August,33,10,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,140.0,1,0,Check-Out,17-08-16,2016-08-10,7,980.0,7,2016-08
Resort Hotel,0,211,2016,August,32,4,4,10,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,172.0,0,1,Check-Out,18-08-16,2016-08-04,14,2408.0,14,2016-08
Resort Hotel,0,199,2016,August,32,2,4,12,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,0.0,0,Transient,103.5,0,1,Check-Out,18-08-16,2016-08-02,16,1656.0,16,2016-08
Resort Hotel,0,190,2016,August,33,11,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,0.0,0,Contract,110.7,0,1,Check-Out,18-08-16,2016-08-11,7,774.9,7,2016-08
Resort Hotel,0,204,2016,August,32,2,4,12,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,196.0,0.0,0,Transient,151.3,0,0,Check-Out,18-08-16,2016-08-02,16,2420.8,16,2016-08
Resort Hotel,0,259,2016,August,33,11,2,5,2,1.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,143.0,0.0,0,Transient,142.68,0,2,Check-Out,18-08-16,2016-08-11,7,998.76,7,2016-08
Resort Hotel,0,259,2016,August,33,11,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,143.0,0.0,0,Transient,112.2,0,1,Check-Out,18-08-16,2016-08-11,7,785.4,7,2016-08
Resort Hotel,0,190,2016,August,33,11,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0.0,0,Contract,115.05,0,0,Check-Out,18-08-16,2016-08-11,7,805.35,7,2016-08
Resort Hotel,0,12,2016,August,34,16,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,221.0,0,0,Check-Out,18-08-16,2016-08-16,2,442.0,2,2016-08
Resort Hotel,0,178,2016,August,33,8,3,7,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,190.1,1,2,Check-Out,18-08-16,2016-08-08,10,1901.0,10,2016-08
Resort Hotel,0,4,2016,August,34,16,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,36.0,0.0,0,Transient,145.2,0,1,Check-Out,18-08-16,2016-08-16,2,290.4,2,2016-08
Resort Hotel,0,118,2016,August,34,15,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,151.83,0,1,Check-Out,18-08-16,2016-08-15,3,455.49,3,2016-08
Resort Hotel,0,15,2016,August,34,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,219.0,0,0,Check-Out,18-08-16,2016-08-17,1,219.0,1,2016-08
Resort Hotel,0,49,2016,August,34,14,2,2,2,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,0.0,0,Transient,301.2,0,1,Check-Out,18-08-16,2016-08-14,4,1204.8,4,2016-08
Resort Hotel,0,1,2016,August,34,18,0,1,2,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0.0,0.0,0,Group,242.0,0,1,Check-Out,19-08-16,2016-08-18,1,242.0,1,2016-08
